,,,,,,,0
0.01,1,3,20,0.5,400,0.7,0.6533538515461743
0.01,1,3,20,0.5,400,1.0,0.6531299450349535
0.01,1,3,20,1.0,100,0.7,0.6510689441542908
0.01,1,3,20,1.0,100,1.0,0.6535694201350609
0.01,1,3,20,1.0,200,0.7,0.6531940838417323
0.01,1,3,20,1.0,200,1.0,0.6533963970363689
0.01,1,3,20,1.0,400,0.7,0.6559223456386379
0.01,1,3,20,1.0,400,1.0,0.6573613517731574
0.01,1,6,0,0.5,100,0.7,0.6525466783045591
0.01,1,6,0,0.5,100,1.0,0.656864917163596
0.01,1,6,0,0.5,200,0.7,0.6511330829610696
0.01,1,6,0,0.5,200,1.0,0.6513249200689011
0.01,1,6,0,0.5,400,0.7,0.6526417865172572
0.01,1,6,0,0.5,400,1.0,0.6525632923187586
0.01,1,6,0,1.0,100,0.7,0.6524499494094258
0.01,1,6,0,1.0,100,1.0,0.6620317161294329
0.01,1,6,0,1.0,200,0.7,0.6541294760693654
0.01,1,6,0,1.0,200,1.0,0.6566067412540457
0.01,1,6,0,1.0,400,0.7,0.6443641515363215
0.01,1,6,0,1.0,400,1.0,0.6465412160062223
0.01,1,6,5,0.5,100,0.7,0.6543555825755263
0.01,1,6,5,0.5,100,1.0,0.6562429810449922
0.01,1,6,5,0.5,200,0.7,0.6511645730519542
0.01,1,6,5,0.5,200,1.0,0.6518368718981216
0.01,1,6,5,0.5,400,0.7,0.6543423271812764
0.01,1,6,5,0.5,400,1.0,0.6499605288279656
0.01,1,6,5,1.0,100,0.7,0.6496923975165755
0.01,1,6,5,1.0,100,1.0,0.6600790788557184
0.01,1,6,5,1.0,200,0.7,0.6592216601416185
0.01,1,6,5,1.0,200,1.0,0.659092282530591
0.01,1,6,5,1.0,400,0.7,0.6479907568550863
0.01,1,6,5,1.0,400,1.0,0.6523084164016184
0.01,1,6,20,0.5,100,0.7,0.6545756097818324
0.01,1,6,20,0.5,100,1.0,0.6550327988936092
0.01,1,6,20,0.5,200,0.7,0.6534975845489218
0.01,1,6,20,0.5,200,1.0,0.657811364790539
0.01,1,6,20,0.5,400,0.7,0.6550383575084988
0.01,1,6,20,0.5,400,1.0,0.655988105127852
0.01,1,6,20,1.0,100,0.7,0.6504697013497414
0.01,1,6,20,1.0,100,1.0,0.6584631703175922
0.01,1,6,20,1.0,200,0.7,0.6579866465117107
0.01,1,6,20,1.0,200,1.0,0.6597711781586487
0.01,1,6,20,1.0,400,0.7,0.6568107337586571
0.01,1,6,20,1.0,400,1.0,0.6567106462435742
0.01,1,10,0,0.5,100,0.7,0.6527120046238909
0.01,1,10,0,0.5,100,1.0,0.6500240883222396
0.01,1,10,0,0.5,200,0.7,0.6472040769325853
0.01,1,10,0,0.5,200,1.0,0.6514575976723387
0.01,1,10,0,0.5,400,0.7,0.6509307697664329
0.01,1,10,0,0.5,400,1.0,0.6458087162857304
0.01,1,10,0,1.0,100,0.7,0.6447489257494545
0.01,1,10,0,1.0,100,1.0,0.6429693702019715
0.01,1,10,0,1.0,200,0.7,0.6506548798452133
0.01,1,10,0,1.0,200,1.0,0.6406546520291782
0.01,1,10,0,1.0,400,0.7,0.6543085784679122
0.01,1,10,0,1.0,400,1.0,0.636778150095658
0.01,1,10,5,0.5,100,0.7,0.6485502334768861
0.01,1,10,5,0.5,100,1.0,0.6577953300888444
0.01,1,10,5,0.5,200,0.7,0.6555668647243793
0.01,1,10,5,0.5,200,1.0,0.6531973838341423
0.01,1,10,5,0.5,400,0.7,0.6508185268545702
0.01,1,10,5,0.5,400,1.0,0.6470299538364233
0.01,1,10,5,1.0,100,0.7,0.6486807110853836
0.01,1,10,5,1.0,100,1.0,0.6514006967904242
0.01,1,10,5,1.0,200,0.7,0.6537452225411976
0.01,1,10,5,1.0,200,1.0,0.6513304786837907
0.01,1,10,5,1.0,400,0.7,0.6566863354500143
0.01,1,10,5,1.0,400,1.0,0.6472395049559243
0.01,1,10,20,0.5,100,0.7,0.6503309476493787
0.01,1,10,20,0.5,100,1.0,0.6587749471166469
0.01,1,10,20,0.5,200,0.7,0.6509119557572935
0.01,1,10,20,0.5,200,1.0,0.6553954591051928
0.01,1,10,20,0.5,400,0.7,0.6435221882114117
0.01,1,10,20,0.5,400,1.0,0.651225411866323
0.01,1,10,20,1.0,100,0.7,0.6569583460663193
0.01,1,10,20,1.0,100,1.0,0.6563347306377407
0.01,1,10,20,1.0,200,0.7,0.653704356360978
0.01,1,10,20,1.0,200,1.0,0.6517041942946841
0.01,1,10,20,1.0,400,0.7,0.653039295439675
0.01,1,10,20,1.0,400,1.0,0.6528634930335381
0.01,5,3,0,0.5,100,0.7,0.6468004887103128
0.01,5,3,0,0.5,100,1.0,0.6568383445446269
0.01,5,3,0,0.5,200,0.7,0.6504818567465213
0.01,5,3,0,0.5,200,1.0,0.6512403465705476
0.01,5,3,0,0.5,400,0.7,0.6543052784755022
0.01,5,3,0,0.5,400,1.0,0.6532886127419256
0.01,5,3,0,1.0,100,0.7,0.6482489327646366
0.01,5,3,0,1.0,100,1.0,0.6548370824808629
0.01,5,3,0,1.0,200,0.7,0.6531780491400375
0.01,5,3,0,1.0,200,1.0,0.6529834327247613
0.01,5,3,0,1.0,400,0.7,0.656205932339218
0.01,5,3,0,1.0,400,1.0,0.652384710605177
0.01,5,3,5,0.5,100,0.7,0.6469110523122009
0.01,5,3,5,0.5,100,1.0,0.657613969067818
0.01,5,3,5,0.5,200,0.7,0.6532886127419256
0.01,5,3,5,0.5,200,1.0,0.6505592509475498
0.01,5,3,5,0.5,400,0.7,0.6537828505594766
0.01,5,3,5,0.5,400,1.0,0.6539055695581446
0.01,5,3,5,1.0,100,0.7,0.6489631977884937
0.01,5,3,5,1.0,100,1.0,0.6545518164703081
0.01,5,3,5,1.0,200,0.7,0.653367686252929
0.01,5,3,5,1.0,200,1.0,0.6539669290574786
0.01,5,3,5,1.0,400,0.7,0.6576173276877676
0.01,5,3,5,1.0,400,1.0,0.652940307922062
0.01,5,3,20,0.5,100,0.7,0.6469270870138956
0.01,5,3,20,0.5,100,1.0,0.6577886714764848
0.01,5,3,20,0.5,200,0.7,0.6509882499608521
0.01,5,3,20,0.5,200,1.0,0.6530525508339249
0.01,5,3,20,0.5,400,0.7,0.6541936148761442
0.01,5,3,20,0.5,400,1.0,0.6536363382492844
0.01,5,3,20,1.0,100,0.7,0.6510689441542908
0.01,5,3,20,1.0,100,1.0,0.6535694201350609
0.01,5,3,20,1.0,200,0.7,0.6539724876723682
0.01,5,3,20,1.0,200,1.0,0.652555533708929
0.01,5,3,20,1.0,400,0.7,0.6570296609674932
0.01,5,3,20,1.0,400,1.0,0.6572668228729639
0.01,5,6,0,0.5,100,0.7,0.6517074942870941
0.01,5,6,0,0.5,100,1.0,0.661131172612634
0.01,5,6,0,0.5,200,0.7,0.6534041556461985
0.01,5,6,0,0.5,200,1.0,0.6527534501166153
0.01,5,6,0,0.5,400,0.7,0.6478348684555589
0.01,5,6,0,0.5,400,1.0,0.649870979230157
0.01,5,6,0,1.0,100,0.7,0.6537518811535573
0.01,5,6,0,1.0,100,1.0,0.6625231746395391
0.01,5,6,0,1.0,200,0.7,0.6606020860842488
0.01,5,6,0,1.0,200,1.0,0.6574929293791248
0.01,5,6,0,1.0,400,0.7,0.6524355940177059
0.01,5,6,0,1.0,400,1.0,0.6577820746945945
0.01,5,6,5,0.5,100,0.7,0.6556586143171278
0.01,5,6,5,0.5,100,1.0,0.6613323858098006
0.01,5,6,5,0.5,200,0.7,0.6510877581634303
0.01,5,6,5,0.5,200,1.0,0.6529110178261175
0.01,5,6,5,0.5,400,0.7,0.6540399264715568
0.01,5,6,5,0.5,400,1.0,0.6530558508263349
0.01,5,6,5,1.0,100,0.7,0.6547514121879692
0.01,5,6,5,1.0,100,1.0,0.6597435087451394
0.01,5,6,5,1.0,200,0.7,0.6571120344709066
0.01,5,6,5,1.0,200,1.0,0.6571905286694053
0.01,5,6,5,1.0,400,0.7,0.6508627516547394
0.01,5,6,5,1.0,400,1.0,0.6537358464518626
0.01,5,6,20,0.5,100,0.7,0.6545606750776077
0.01,5,6,20,0.5,100,1.0,0.6557802333183257
0.01,5,6,20,0.5,200,0.7,0.653040395437145
0.01,5,6,20,0.5,200,1.0,0.6563225752409608
0.01,5,6,20,0.5,400,0.7,0.6561495521422689
0.01,5,6,20,0.5,400,1.0,0.6546380692786364
0.01,5,6,20,1.0,100,0.7,0.650992129265767
0.01,5,6,20,1.0,100,1.0,0.660301364684504
0.01,5,6,20,1.0,200,0.7,0.6606198000959181
0.01,5,6,20,1.0,200,1.0,0.6599961846673397
0.01,5,6,20,1.0,400,0.7,0.6579357630991818
0.01,5,6,20,1.0,400,1.0,0.6591857114333144
0.01,5,10,0,0.5,100,0.7,0.645109385966098
0.01,5,10,0,0.5,100,1.0,0.6606192207834134
0.01,5,10,0,0.5,200,0.7,0.652661121211362
0.01,5,10,0,0.5,200,1.0,0.649045050606942
0.01,5,10,0,0.5,400,0.7,0.6540222124598875
0.01,5,10,0,0.5,400,1.0,0.6513088853672064
0.01,5,10,0,1.0,100,0.7,0.6461072376905352
0.01,5,10,0,1.0,100,1.0,0.6509346490713478
0.01,5,10,0,1.0,200,0.7,0.663298278477765
0.01,5,10,0,1.0,200,1.0,0.6521392726078411
0.01,5,10,0,1.0,400,0.7,0.6573010922712933
0.01,5,10,0,1.0,400,1.0,0.6519435561950948
0.01,5,10,5,0.5,100,0.7,0.6475175330416147
0.01,5,10,5,0.5,100,1.0,0.6556033309147189
0.01,5,10,5,0.5,200,0.7,0.6510905374708751
0.01,5,10,5,0.5,200,1.0,0.6542770883770277
0.01,5,10,5,0.5,400,0.7,0.6505349401539902
0.01,5,10,5,0.5,400,1.0,0.6466954837233144
0.01,5,10,5,1.0,100,0.7,0.6536302621523593
0.01,5,10,5,1.0,100,1.0,0.6552920748006296
0.01,5,10,5,1.0,200,0.7,0.6545927444809971
0.01,5,10,5,1.0,200,1.0,0.6551030170002429
0.01,5,10,5,1.0,400,0.7,0.657912552303092
0.01,5,10,5,1.0,400,1.0,0.6518368718981216
0.01,5,10,20,0.5,100,0.7,0.6492180737056339
0.01,5,10,20,0.5,100,1.0,0.658379117504204
0.01,5,10,20,0.5,200,0.7,0.6495995479263569
0.01,5,10,20,0.5,200,1.0,0.6550007294902199
0.01,5,10,20,0.5,400,0.7,0.6525047121268694
0.01,5,10,20,0.5,400,1.0,0.6506897285560473
0.01,5,10,20,1.0,100,0.7,0.6514520976849886
0.01,5,10,20,1.0,100,1.0,0.6540841512717261
0.01,5,10,20,1.0,200,0.7,0.6513254993814058
0.01,5,10,20,1.0,200,1.0,0.6545430196934778
0.01,5,10,20,1.0,400,0.7,0.6539415182664488
0.01,5,10,20,1.0,400,1.0,0.6565072330514675
0.1,0,3,0,0.5,100,0.7,0.6471388381283366
0.1,0,3,0,0.5,100,1.0,0.6482539120670214
0.1,0,3,0,0.5,200,0.7,0.6460337227944214
0.1,0,3,0,0.5,200,1.0,0.6450806751826582
0.1,0,3,0,0.5,400,0.7,0.6293668510636612
0.1,0,3,0,0.5,400,1.0,0.6384283866596531
0.1,0,3,0,1.0,100,0.7,0.6488001300916415
0.1,0,3,0,1.0,100,1.0,0.648154983176948
0.1,0,3,0,1.0,200,0.7,0.6450789958726835
0.1,0,3,0,1.0,200,1.0,0.6501059411406879
0.1,0,3,0,1.0,400,0.7,0.6370451814095781
0.1,0,3,0,1.0,400,1.0,0.6391493102958697
0.1,0,3,5,0.5,100,0.7,0.6586372934137542
0.1,0,3,5,0.5,100,1.0,0.6521928734973454
0.1,0,3,5,0.5,200,0.7,0.6467375117314734
0.1,0,3,5,0.5,200,1.0,0.6464583218178436
0.1,0,3,5,0.5,400,0.7,0.6369882219001242
0.1,0,3,5,0.5,400,1.0,0.6353076538702541
0.1,0,3,5,1.0,100,0.7,0.6480289055583305
0.1,0,3,5,1.0,100,1.0,0.6489317076976091
0.1,0,3,5,1.0,200,0.7,0.6442403325401836
0.1,0,3,5,1.0,200,1.0,0.6478404270704485
0.1,0,3,5,1.0,400,0.7,0.6395230259067631
0.1,0,3,5,1.0,400,1.0,0.646963097552669
0.1,0,3,20,0.5,100,0.7,0.6492633985032732
0.1,0,3,20,0.5,100,1.0,0.6532211153151972
0.1,0,3,20,0.5,200,0.7,0.645441656084267
0.1,0,3,20,0.5,200,1.0,0.6431744627040529
0.1,0,3,20,0.5,400,0.7,0.6385300916542416
0.1,0,3,20,0.5,400,1.0,0.6328413854573441
0.1,0,3,20,1.0,100,0.7,0.6546093584951966
0.1,0,3,20,1.0,100,1.0,0.6541427314636153
0.1,0,3,20,1.0,200,0.7,0.6533262407602045
0.1,0,3,20,1.0,200,1.0,0.6468834415262311
0.1,0,3,20,1.0,400,0.7,0.6426001132084976
0.1,0,3,20,1.0,400,1.0,0.6479294591862216
0.1,0,6,0,0.5,100,0.7,0.6399769182290597
0.1,0,6,0,0.5,100,1.0,0.6405502295576142
0.1,0,6,0,0.5,200,0.7,0.6188270606324359
0.1,0,6,0,0.5,200,1.0,0.6325501051803335
0.1,0,6,0,0.5,400,0.7,0.6166616340772795
0.1,0,6,0,0.5,400,1.0,0.6220893264296422
0.1,0,6,0,1.0,100,0.7,0.6431805420039077
0.1,0,6,0,1.0,100,1.0,0.6420179464755733
0.1,0,6,0,1.0,200,0.7,0.6397325183987246
0.1,0,6,0,1.0,200,1.0,0.6397856018061935
0.1,0,6,0,1.0,400,0.7,0.6284010101150739
0.1,0,6,0,1.0,400,1.0,0.6354563075478468
0.1,0,6,5,0.5,100,0.7,0.6422108835808749
0.1,0,6,5,0.5,100,1.0,0.6445853405705669
0.1,0,6,5,0.5,200,0.7,0.6275552293157185
0.1,0,6,5,0.5,200,1.0,0.6244405107927753
0.1,0,6,5,0.5,400,0.7,0.6108103808684952
0.1,0,6,5,0.5,400,1.0,0.6246196131913221
0.1,0,6,5,1.0,100,0.7,0.6398972622026218
0.1,0,6,5,1.0,100,1.0,0.6393997275955905
0.1,0,6,5,1.0,200,0.7,0.63333510258993
0.1,0,6,5,1.0,200,1.0,0.6349510729585254
0.1,0,6,5,1.0,400,0.7,0.6283313713209451
0.1,0,6,5,1.0,400,1.0,0.6242182867944589
0.1,0,6,20,0.5,100,0.7,0.6444681183563193
0.1,0,6,20,0.5,100,1.0,0.6427625983899153
0.1,0,6,20,0.5,200,0.7,0.6358051916802151
0.1,0,6,20,0.5,200,1.0,0.6377450910417154
0.1,0,6,20,0.5,400,0.7,0.6245892230979075
0.1,0,6,20,0.5,400,1.0,0.6316047543479306
0.1,0,6,20,1.0,100,0.7,0.6438030574350162
0.1,0,6,20,1.0,100,1.0,0.6548033955979681
0.1,0,6,20,1.0,200,0.7,0.638726969894927
0.1,0,6,20,1.0,200,1.0,0.6412644327510021
0.1,0,6,20,1.0,400,0.7,0.633143847997533
0.1,0,6,20,1.0,400,1.0,0.6288422231526956
0.1,0,10,0,0.5,100,0.7,0.6344441004316896
0.1,0,10,0,0.5,100,1.0,0.6472527635531039
0.1,0,10,0,0.5,200,0.7,0.6339111932259291
0.1,0,10,0,0.5,200,1.0,0.6403500545274483
0.1,0,10,0,0.5,400,0.7,0.6307821225141959
0.1,0,10,0,0.5,400,1.0,0.6449214281631813
0.1,0,10,0,1.0,100,0.7,0.6424470041164152
0.1,0,10,0,1.0,100,1.0,0.6319695527239849
0.1,0,10,0,1.0,200,0.7,0.6444145174668149
0.1,0,10,0,1.0,200,1.0,0.6398851068058419
0.1,0,10,0,1.0,400,0.7,0.6492021008344085
0.1,0,10,0,1.0,400,1.0,0.6363961551899698
0.1,0,10,5,0.5,100,0.7,0.6329608076665317
0.1,0,10,5,0.5,100,1.0,0.6303912722041377
0.1,0,10,5,0.5,200,0.7,0.6249745179960058
0.1,0,10,5,0.5,200,1.0,0.6196092819375172
0.1,0,10,5,0.5,400,0.7,0.6179645453608722
0.1,0,10,5,0.5,400,1.0,0.6304122862082172
0.1,0,10,5,1.0,100,0.7,0.6247959949099637
0.1,0,10,5,1.0,100,1.0,0.639771763896509
0.1,0,10,5,1.0,200,0.7,0.615791939508391
0.1,0,10,5,1.0,200,1.0,0.6253117642136298
0.1,0,10,5,1.0,400,0.7,0.6207176972638424
0.1,0,10,5,1.0,400,1.0,0.62388381668135
0.1,0,10,20,0.5,100,0.7,0.629129106642756
0.1,0,10,20,0.5,100,1.0,0.6354436282631719
0.1,0,10,20,0.5,200,0.7,0.625334457527684
0.1,0,10,20,0.5,200,1.0,0.614803463873289
0.1,0,10,20,0.5,400,0.7,0.6184339484969684
0.1,0,10,20,0.5,400,1.0,0.6130028975246562
0.1,0,10,20,1.0,100,0.7,0.64303241221421
0.1,0,10,20,1.0,100,1.0,0.6416442276617502
0.1,0,10,20,1.0,200,0.7,0.6436692830370384
0.1,0,10,20,1.0,200,1.0,0.6212644978038971
0.1,0,10,20,1.0,400,0.7,0.6275773401143383
0.1,0,10,20,1.0,400,1.0,0.6215187944085325
0.1,1,3,0,0.5,100,0.7,0.6484214351783634
0.1,1,3,0,0.5,100,1.0,0.6482539120670214
0.1,1,3,0,0.5,200,0.7,0.6422915745713837
0.1,1,3,0,0.5,200,1.0,0.6448893587597919
0.1,1,3,0,0.5,400,0.7,0.6368870343875712
0.1,1,3,0,0.5,400,1.0,0.6412450394293577
0.1,1,3,0,1.0,100,0.7,0.6485469334844761
0.1,1,3,0,1.0,100,1.0,0.648154983176948
0.1,1,3,0,1.0,200,0.7,0.6475562610573637
0.1,1,3,0,1.0,200,1.0,0.6456202377978486
0.1,1,3,0,1.0,400,0.7,0.6462764433147817
0.1,1,3,0,1.0,400,1.0,0.6464185556350939
0.1,1,3,5,0.5,100,0.7,0.6570500956590679
0.1,1,3,5,0.5,100,1.0,0.6512569019572075
0.1,1,3,5,0.5,200,0.7,0.6499505734261257
0.1,1,3,5,0.5,200,1.0,0.6426393000787426
0.1,1,3,5,0.5,400,0.7,0.6387971261710914
0.1,1,3,5,0.5,400,1.0,0.6356884901509328
0.1,1,3,5,1.0,100,0.7,0.6473959140404169
0.1,1,3,5,1.0,100,1.0,0.6490583060011917
0.1,1,3,5,1.0,200,0.7,0.6469824290438441
0.1,1,3,5,1.0,200,1.0,0.6439218971287693
0.1,1,3,5,1.0,400,0.7,0.6469382042436748
0.1,1,3,5,1.0,400,1.0,0.6426730487921067
0.1,1,3,20,0.5,100,0.7,0.6492633985032732
0.1,1,3,20,0.5,100,1.0,0.6532211153151972
0.1,1,3,20,0.5,200,0.7,0.6458695551000992
0.1,1,3,20,0.5,200,1.0,0.6431744627040529
0.1,1,3,20,0.5,400,0.7,0.6382448256436867
0.1,1,3,20,0.5,400,1.0,0.6329840184626215
0.1,1,3,20,1.0,100,0.7,0.6546093584951966
0.1,1,3,20,1.0,100,1.0,0.6541427314636153
0.1,1,3,20,1.0,200,0.7,0.6533262407602045
0.1,1,3,20,1.0,200,1.0,0.6468834415262311
0.1,1,3,20,1.0,400,0.7,0.6495663785254975
0.1,1,3,20,1.0,400,1.0,0.6491705489130546
0.1,1,6,0,0.5,100,0.7,0.6395705506993424
0.1,1,6,0,0.5,100,1.0,0.6329503315797267
0.1,1,6,0,0.5,200,0.7,0.6201831139510369
0.1,1,6,0,0.5,200,1.0,0.6276536343178969
0.1,1,6,0,0.5,400,0.7,0.6229931699388513
0.1,1,6,0,0.5,400,1.0,0.6165371739381675
0.1,1,6,0,1.0,100,0.7,0.6450850751725383
0.1,1,6,0,1.0,100,1.0,0.6483247094861597
0.1,1,6,0,1.0,200,0.7,0.6450850751725383
0.1,1,6,0,1.0,200,1.0,0.6480394434756048
0.1,1,6,0,1.0,400,0.7,0.6450850751725383
0.1,1,6,0,1.0,400,1.0,0.6480394434756048
0.1,1,6,5,0.5,100,0.7,0.6395196672868135
0.1,1,6,5,0.5,100,1.0,0.6388374716663459
0.1,1,6,5,0.5,200,0.7,0.6240142324593783
