,,,,,0
100,10,100,sqrt,100,"[0.6426129889859475, 0.655152224824356, 0.6658097686375322]"
100,10,100,sqrt,1000,"[0.6456513482719332, 0.6557377049180327, 0.6580976863753213]"
100,10,100,sqrt,,"[0.6479301177364223, 0.6621779859484778, 0.6683804627249358]"
100,10,100,,100,"[0.6490695024686669, 0.6574941451990632, 0.6606683804627249]"
100,10,100,,1000,"[0.6479301177364223, 0.6574941451990632, 0.6606683804627249]"
100,10,100,,,"[0.6445119635396885, 0.6598360655737705, 0.6632390745501285]"
100,100,1,sqrt,100,"[0.641473604253703, 0.6604215456674473, 0.6683804627249358]"
100,100,1,sqrt,1000,"[0.6452715533611849, 0.6539812646370023, 0.6606683804627249]"
100,100,1,sqrt,,"[0.6464109380934295, 0.6633489461358314, 0.6606683804627249]"
100,100,1,,100,"[0.6429927838966958, 0.6621779859484778, 0.6683804627249358]"
100,100,1,,1000,"[0.6266616027345233, 0.65807962529274, 0.6606683804627249]"
100,100,1,,,"[0.6262818078237752, 0.6522248243559718, 0.6658097686375322]"
100,100,10,sqrt,100,"[0.6418533991644512, 0.6627634660421545, 0.6735218508997429]"
100,100,10,sqrt,1000,"[0.6490695024686669, 0.655152224824356, 0.6452442159383034]"
100,100,10,sqrt,,"[0.6372958602354728, 0.6598360655737705, 0.6709511568123393]"
100,100,10,,100,"[0.6407140144322067, 0.6615925058548009, 0.6683804627249358]"
100,100,10,,1000,"[0.6418533991644512, 0.6615925058548009, 0.6709511568123393]"
100,100,10,,,"[0.6426129889859475, 0.6610070257611241, 0.6735218508997429]"
100,100,100,sqrt,100,"[0.6460311431826814, 0.6604215456674473, 0.6683804627249358]"
100,100,100,sqrt,1000,"[0.6410938093429548, 0.6533957845433255, 0.6709511568123393]"
100,100,100,sqrt,,"[0.6475503228256742, 0.65807962529274, 0.6683804627249358]"
100,100,100,,100,"[0.6445119635396885, 0.6574941451990632, 0.6503856041131105]"
100,100,100,,1000,"[0.6475503228256742, 0.6639344262295082, 0.6709511568123393]"
100,100,100,,,"[0.6460311431826814, 0.6656908665105387, 0.6683804627249358]"
400,2,1,sqrt,100,"[0.6388150398784657, 0.6569086651053864, 0.6632390745501285]"
400,2,1,sqrt,1000,"[0.6437523737181922, 0.6539812646370023, 0.6529562982005142]"
400,2,1,sqrt,,"[0.6365362704139764, 0.6498829039812647, 0.6632390745501285]"
400,2,1,,100,"[0.6407140144322067, 0.6592505854800936, 0.6760925449871465]"
400,2,1,,1000,"[0.6274211925560198, 0.6522248243559718, 0.6658097686375322]"
400,2,1,,,"[0.6156475503228257, 0.642271662763466, 0.6683804627249358]"
400,2,10,sqrt,100,"[0.6437523737181922, 0.6574941451990632, 0.6658097686375322]"
400,2,10,sqrt,1000,"[0.6448917584504368, 0.6557377049180327, 0.6555269922879178]"
400,2,10,sqrt,,"[0.6437523737181922, 0.6610070257611241, 0.6786632390745502]"
400,2,10,,100,"[0.6445119635396885, 0.6586651053864169, 0.6709511568123393]"
400,2,10,,1000,"[0.6327383213064945, 0.6563231850117096, 0.6709511568123393]"
400,2,10,,,"[0.6365362704139764, 0.6633489461358314, 0.6760925449871465]"
400,2,100,sqrt,100,"[0.643372578807444, 0.655152224824356, 0.6683804627249358]"
400,2,100,sqrt,1000,"[0.6467907330041778, 0.6545667447306791, 0.6580976863753213]"
400,2,100,sqrt,,"[0.6452715533611849, 0.65807962529274, 0.6606683804627249]"
400,2,100,,100,"[0.6471705279149259, 0.6586651053864169, 0.6555269922879178]"
400,2,100,,1000,"[0.6467907330041778, 0.6563231850117096, 0.6606683804627249]"
400,2,100,,,"[0.6437523737181922, 0.6592505854800936, 0.6555269922879178]"
400,10,1,sqrt,100,"[0.6467907330041778, 0.6574941451990632, 0.6632390745501285]"
400,10,1,sqrt,1000,"[0.639574629699962, 0.6487119437939111, 0.6709511568123393]"
400,10,1,sqrt,,"[0.639574629699962, 0.6539812646370023, 0.6632390745501285]"
400,10,1,,100,"[0.643372578807444, 0.6656908665105387, 0.6709511568123393]"
400,10,1,,1000,"[0.6281807823775162, 0.6504683840749415, 0.6606683804627249]"
400,10,1,,,"[0.6296999620205089, 0.6516393442622951, 0.6709511568123393]"
400,10,10,sqrt,100,"[0.643372578807444, 0.6615925058548009, 0.6606683804627249]"
400,10,10,sqrt,1000,"[0.639574629699962, 0.65807962529274, 0.6760925449871465]"
400,10,10,sqrt,,"[0.6407140144322067, 0.6492974238875878, 0.6632390745501285]"
400,10,10,,100,"[0.6410938093429548, 0.6621779859484778, 0.6709511568123393]"
400,10,10,,1000,"[0.6426129889859475, 0.6586651053864169, 0.6580976863753213]"
400,10,10,,,"[0.6429927838966958, 0.6604215456674473, 0.6838046272493573]"
400,10,100,sqrt,100,"[0.6471705279149259, 0.6586651053864169, 0.6632390745501285]"
400,10,100,sqrt,1000,"[0.6441321686289404, 0.6539812646370023, 0.6580976863753213]"
400,10,100,sqrt,,"[0.6479301177364223, 0.6533957845433255, 0.6683804627249358]"
400,10,100,,100,"[0.6441321686289404, 0.6610070257611241, 0.6632390745501285]"
400,10,100,,1000,"[0.6475503228256742, 0.6545667447306791, 0.6632390745501285]"
400,10,100,,,"[0.6456513482719332, 0.6621779859484778, 0.6606683804627249]"
400,100,1,sqrt,100,"[0.6448917584504368, 0.6627634660421545, 0.6658097686375322]"
400,100,1,sqrt,1000,"[0.6422331940751994, 0.6586651053864169, 0.6606683804627249]"
400,100,1,sqrt,,"[0.6441321686289404, 0.655152224824356, 0.6658097686375322]"
400,100,1,,100,"[0.639574629699962, 0.6621779859484778, 0.6580976863753213]"
400,100,1,,1000,"[0.6312191416635017, 0.6592505854800936, 0.6580976863753213]"
400,100,1,,,"[0.633877706038739, 0.6574941451990632, 0.6555269922879178]"
400,100,10,sqrt,100,"[0.6437523737181922, 0.6627634660421545, 0.6658097686375322]"
400,100,10,sqrt,1000,"[0.6441321686289404, 0.6615925058548009, 0.6709511568123393]"
400,100,10,sqrt,,"[0.641473604253703, 0.6563231850117096, 0.6658097686375322]"
400,100,10,,100,"[0.6426129889859475, 0.6656908665105387, 0.6735218508997429]"
400,100,10,,1000,"[0.6384352449677174, 0.664519906323185, 0.6580976863753213]"
400,100,10,,,"[0.643372578807444, 0.6633489461358314, 0.6683804627249358]"
400,100,100,sqrt,100,"[0.6456513482719332, 0.6539812646370023, 0.6709511568123393]"
400,100,100,sqrt,1000,"[0.6467907330041778, 0.655152224824356, 0.6632390745501285]"
400,100,100,sqrt,,"[0.6448917584504368, 0.655152224824356, 0.6683804627249358]"
400,100,100,,100,"[0.6437523737181922, 0.6598360655737705, 0.6606683804627249]"
400,100,100,,1000,"[0.6467907330041778, 0.6569086651053864, 0.6632390745501285]"
400,100,100,,,"[0.643372578807444, 0.6615925058548009, 0.6555269922879178]"
