,,,,,,,0
0.001,adam,32,3,relu,0.4,64,0.6540503899256388
0.001,adam,32,3,relu,0.4,128,0.6549371679623922
0.001,adam,32,3,relu,0.4,256,0.662771463394165
0.001,adam,32,3,swish,0.4,64,0.6563164989153544
0.001,adam,32,3,swish,0.4,128,0.6572065552075704
0.001,adam,32,3,swish,0.4,256,0.6546336611111959
0.001,adam,32,5,relu,0.4,256,0.6530978679656982
0.001,adam,32,5,relu,0.4,512,0.6617569923400879
0.001,adam,32,5,swish,0.4,256,0.652700940767924
0.001,adam,32,5,swish,0.4,512,0.6534002621968588
0.001,adam,256,3,relu,0.4,64,0.6523504455884298
0.001,adam,256,3,relu,0.4,128,0.6564613183339437
0.001,adam,256,3,relu,0.4,256,0.6582691073417664
0.001,adam,256,3,swish,0.4,64,0.6569323539733887
0.001,adam,256,3,swish,0.4,128,0.6551610827445984
0.001,adam,256,3,swish,0.4,256,0.6575504144032797
0.001,adam,256,5,relu,0.4,256,0.6549349625905355
0.001,adam,256,5,relu,0.4,512,0.6569351156552633
0.001,adam,256,5,swish,0.4,256,0.6565376122792562
0.001,adam,256,5,swish,0.4,512,0.6560953656832377
0.01,adam,32,3,relu,0.4,64,0.6607585549354553
0.01,adam,32,3,relu,0.4,128,0.6548559069633484
0.01,adam,32,3,relu,0.4,256,0.6544003883997599
0.01,adam,32,3,swish,0.4,64,0.6562081178029379
0.01,adam,32,3,swish,0.4,128,0.6569041609764099
0.01,adam,32,3,swish,0.4,256,0.6547635595003763
0.01,adam,32,5,relu,0.4,256,0.6556033293406168
0.01,adam,32,5,relu,0.4,512,0.6571584542592367
0.01,adam,32,5,swish,0.4,256,0.625718375047048
0.01,adam,32,5,swish,0.4,512,0.6270053585370382
0.01,adam,256,3,relu,0.4,64,0.6562982598940531
0.01,adam,256,3,relu,0.4,128,0.6584863662719727
0.01,adam,256,3,relu,0.4,256,0.6571402351061503
0.01,adam,256,3,swish,0.4,64,0.6565094192822775
0.01,adam,256,3,swish,0.4,128,0.6570799549420675
0.01,adam,256,3,swish,0.4,256,0.6534323294957479
0.01,adam,256,5,relu,0.4,256,0.6585223078727722
0.01,adam,256,5,relu,0.4,512,0.6536490718523661
0.01,adam,256,5,swish,0.4,256,0.6524438858032227
0.01,adam,256,5,swish,0.4,512,0.6554435690244039
0.1,adam,32,3,relu,0.4,64,0.5866303245226542
0.1,adam,32,3,relu,0.4,128,0.6198649009068807
0.1,adam,32,3,relu,0.4,256,0.5900579293568929
0.1,adam,32,3,swish,0.4,64,0.6247199376424154
0.1,adam,32,3,swish,0.4,128,0.6272895336151123
0.1,adam,32,3,swish,0.4,256,0.6268605391184489
0.1,adam,32,5,relu,0.4,256,0.6271468997001648
0.1,adam,32,5,relu,0.4,512,0.6304307579994202
0.1,adam,32,5,swish,0.4,256,0.624576210975647
0.1,adam,32,5,swish,0.4,512,0.6311450203259786
0.1,adam,256,3,relu,0.4,64,0.6278589566548666
0.1,adam,256,3,relu,0.4,128,0.6298602223396301
0.1,adam,256,3,relu,0.4,256,0.6520309249560038
0.1,adam,256,3,swish,0.4,64,0.6551090876261393
0.1,adam,256,3,swish,0.4,128,0.6567786534627279
0.1,adam,256,3,swish,0.4,256,0.6545573671658834
0.1,adam,256,5,relu,0.4,256,0.6290022134780884
0.1,adam,256,5,relu,0.4,512,0.6291481455167135
0.1,adam,256,5,swish,0.4,256,0.6267189979553223
0.1,adam,256,5,swish,0.4,512,0.6331462860107422
