,,,,,0
50,2,1,sqrt,100,0.6642025744665115
50,2,1,sqrt,1000,0.6361197161660592
50,2,1,sqrt,,0.6463428250918858
50,2,1,,100,0.6636253341653733
50,2,1,,1000,0.652628304954702
50,2,1,,,0.6228228671874927
50,2,10,sqrt,100,0.6576480982648375
50,2,10,sqrt,1000,0.6452991430614998
50,2,10,sqrt,,0.6520117930218655
50,2,10,,100,0.6541590969812965
50,2,10,,1000,0.649776211396087
50,2,10,,,0.6608177868184457
50,2,100,sqrt,100,0.6566507041893542
50,2,100,sqrt,1000,0.6532862629830342
50,2,100,sqrt,,0.654123605319175
50,2,100,,100,0.6591705142614578
50,2,100,,1000,0.6576418966986607
50,2,100,,,0.6578763283615846
50,10,1,sqrt,100,0.6584148406469739
50,10,1,sqrt,1000,0.6457117115546228
50,10,1,sqrt,,0.651705970656185
50,10,1,,100,0.663617637988784
50,10,1,,1000,0.6361147127271481
50,10,1,,,0.6236885486251151
50,10,10,sqrt,100,0.6542242861178762
50,10,10,sqrt,1000,0.6525528871495658
50,10,10,sqrt,,0.6544189025331525
50,10,10,,100,0.662393508426966
50,10,10,,1000,0.6584757061980275
50,10,10,,,0.6581721691915114
50,10,100,sqrt,100,0.6569829876758656
50,10,100,sqrt,1000,0.6582948512880817
50,10,100,sqrt,,0.6526729874038251
50,10,100,,100,0.663408036598843
50,10,100,,1000,0.665296486000881
50,10,100,,,0.6590760350289335
50,100,1,sqrt,100,0.6514522304330702
50,100,1,sqrt,1000,0.6471711128784606
50,100,1,sqrt,,0.6582037446466205
50,100,1,,100,0.6601448198071735
50,100,1,,1000,0.658553458712672
50,100,1,,,0.6546771025792291
50,100,10,sqrt,100,0.6493759097978821
50,100,10,sqrt,1000,0.6659510714381499
50,100,10,sqrt,,0.6511466552001924
50,100,10,,100,0.6617892633890476
50,100,10,,1000,0.6622643282810723
50,100,10,,,0.6577574262345911
50,100,100,sqrt,100,0.6566550277748804
50,100,100,sqrt,1000,0.6570985172117959
50,100,100,sqrt,,0.6567795878521013
50,100,100,,100,0.6591998043574024
50,100,100,,1000,0.6639863641318798
50,100,100,,,0.6601684519528905
100,2,1,sqrt,100,0.6534757650640322
100,2,1,sqrt,1000,0.6514291419033025
100,2,1,sqrt,,0.6342258559465964
100,2,1,,100,0.6608617654059086
100,2,1,,1000,0.6494621492378679
100,2,1,,,0.6488175453363526
100,2,10,sqrt,100,0.6545144689975756
100,2,10,sqrt,1000,0.6532220248409174
100,2,10,sqrt,,0.6542856952848792
100,2,10,,100,0.661821382460106
100,2,10,,1000,0.6613380777755428
