,,,,,0
400,2,100,,100,"[0.6505886821116597, 0.6604215456674473, 0.6709511568123393]"
400,2,100,,1000,"[0.6524876566654007, 0.6586651053864169, 0.6709511568123393]"
400,2,100,,,"[0.6490695024686669, 0.6627634660421545, 0.6709511568123393]"
400,10,1,sqrt,100,"[0.6517280668439043, 0.6656908665105387, 0.6658097686375322]"
400,10,1,sqrt,1000,"[0.6483099126471705, 0.6680327868852459, 0.6606683804627249]"
400,10,1,sqrt,,"[0.6361564755032283, 0.6516393442622951, 0.6606683804627249]"
400,10,1,,100,"[0.6509684770224079, 0.6633489461358314, 0.6529562982005142]"
400,10,1,,1000,"[0.5974173946069122, 0.6036299765807962, 0.6272493573264781]"
400,10,1,,,"[0.5936194454994304, 0.6135831381733021, 0.6298200514138818]"
400,10,10,sqrt,100,"[0.6494492973794151, 0.6574941451990632, 0.6606683804627249]"
400,10,10,sqrt,1000,"[0.6517280668439043, 0.6586651053864169, 0.6632390745501285]"
400,10,10,sqrt,,"[0.6540068363083935, 0.65807962529274, 0.6606683804627249]"
400,10,10,,100,"[0.6490695024686669, 0.6604215456674473, 0.6658097686375322]"
400,10,10,,1000,"[0.639574629699962, 0.6557377049180327, 0.6606683804627249]"
400,10,10,,,"[0.6422331940751994, 0.6522248243559718, 0.6580976863753213]"
400,10,100,sqrt,100,"[0.6547664261298899, 0.6586651053864169, 0.6632390745501285]"
400,10,100,sqrt,1000,"[0.653247246486897, 0.6592505854800936, 0.6632390745501285]"
400,10,100,sqrt,,"[0.6509684770224079, 0.6586651053864169, 0.6683804627249358]"
400,10,100,,100,"[0.6498290922901633, 0.6651053864168618, 0.6683804627249358]"
400,10,100,,1000,"[0.6509684770224079, 0.6610070257611241, 0.6683804627249358]"
400,10,100,,,"[0.6513482719331561, 0.6604215456674473, 0.6709511568123393]"
400,100,1,sqrt,100,"[0.6502088872009115, 0.6592505854800936, 0.6632390745501285]"
400,100,1,sqrt,1000,"[0.6486897075579188, 0.6668618266978923, 0.6683804627249358]"
400,100,1,sqrt,,"[0.6509684770224079, 0.6615925058548009, 0.6503856041131105]"
400,100,1,,100,"[0.6483099126471705, 0.6633489461358314, 0.6658097686375322]"
400,100,1,,1000,"[0.6334979111279909, 0.6416861826697893, 0.6478149100257069]"
400,100,1,,,"[0.6346372958602354, 0.6416861826697893, 0.6272493573264781]"
400,100,10,sqrt,100,"[0.6536270413976453, 0.6615925058548009, 0.6606683804627249]"
400,100,10,sqrt,1000,"[0.6536270413976453, 0.6621779859484778, 0.6606683804627249]"
400,100,10,sqrt,,"[0.6471705279149259, 0.6615925058548009, 0.6632390745501285]"
400,100,10,,100,"[0.6448917584504368, 0.6598360655737705, 0.6683804627249358]"
400,100,10,,1000,"[0.6494492973794151, 0.6639344262295082, 0.6658097686375322]"
400,100,10,,,"[0.6456513482719332, 0.6533957845433255, 0.6606683804627249]"
400,100,100,sqrt,100,"[0.653247246486897, 0.6615925058548009, 0.6683804627249358]"
400,100,100,sqrt,1000,"[0.6517280668439043, 0.6615925058548009, 0.6658097686375322]"
400,100,100,sqrt,,"[0.6509684770224079, 0.65807962529274, 0.6709511568123393]"
400,100,100,,100,"[0.6498290922901633, 0.6627634660421545, 0.6683804627249358]"
400,100,100,,1000,"[0.6521078617546525, 0.6621779859484778, 0.6735218508997429]"
400,100,100,,,"[0.6509684770224079, 0.6621779859484778, 0.6735218508997429]"
