,,,,,,,0
0.01,0,6,0,0.5,400,1,0.663720098193743
0.01,5,10,0,0.5,400,0.7,0.662385517733717
0.1,1,3,5,0.5,100,0.7,0.662122945037216
0.1,0,3,5,0.5,100,0.7,0.662106910335522
0.01,1,6,0,0.5,400,1,0.662104710340582
0.01,1,6,0,0.5,200,1,0.661465060210308
0.01,5,3,20,1,400,0.7,0.661370531310115
0.01,0,3,20,1,100,1,0.661194149591474
0.01,1,3,20,1,100,1,0.661194149591474
0.01,5,3,20,1,100,1,0.661194149591474
0.01,0,3,20,0.5,200,1,0.661134469402114
0.01,1,3,20,0.5,200,1,0.661134469402114
0.2,5,3,20,1,100,0.7,0.661003991793617
0.2,5,3,20,1,200,0.7,0.661003991793617
0.2,5,3,20,1,400,0.7,0.661003991793617
0.01,0,3,0,1,100,1,0.660940952984308
0.01,0,3,5,1,100,1,0.660940952984308
0.01,1,3,0,1,100,1,0.660940952984308
0.01,1,3,5,1,100,1,0.660940952984308
0.01,5,3,0,1,100,1,0.660940952984308
0.01,5,3,5,1,100,1,0.660940952984308
0.01,0,6,0,0.5,200,1,0.660735860482227
0.01,5,3,20,0.5,200,1,0.660657366283728
0.01,1,3,20,1,400,0.7,0.660512533283511
0.01,1,10,0,0.5,400,0.7,0.660399772889612
0.01,0,6,0,0.5,400,0.7,0.660325675478064
0.1,1,3,0,0.5,100,0.7,0.660226170478415
0.01,5,3,0,0.5,400,1,0.660195197869566
0.1,0,3,0,0.5,100,0.7,0.660162031671637
0.01,0,3,20,1,400,0.7,0.660132738372762
0.01,5,3,0,0.5,200,1,0.660073578868368
0.01,0,3,0,0.5,400,1,0.660036530162594
0.01,1,3,0,0.5,400,1,0.660036530162594
0.01,0,3,0,0.5,200,1,0.659946980564786
0.01,1,3,0,0.5,200,1,0.659946980564786
0.01,1,6,0,0.5,400,0.7,0.659865707058842
0.01,5,3,5,0.5,100,0.7,0.659830858348008
0.01,5,3,20,0.5,400,0.7,0.659736329447815
0.01,5,3,20,0.5,200,0.7,0.659735229450345
0.01,5,10,5,0.5,200,0.7,0.659704260044425
0.2,5,3,20,1,100,1,0.659691004650175
0.2,5,3,20,1,200,1,0.659691004650175
0.2,5,3,20,1,400,1,0.659691004650175
0.01,0,3,5,0.5,100,0.7,0.659688225342731
0.01,1,3,5,0.5,100,0.7,0.659688225342731
0.01,0,3,5,0.5,200,1,0.659628545153371
0.01,1,3,5,0.5,200,1,0.659628545153371
0.01,0,3,20,0.5,200,0.7,0.659592596445067
0.01,1,3,20,0.5,200,0.7,0.659592596445067
0.01,0,3,0,0.5,200,0.7,0.659515202244039
0.01,1,3,0,0.5,200,0.7,0.659515202244039
0.01,5,10,5,0.5,400,0.7,0.659515202244039
0.01,0,3,20,0.5,400,0.7,0.65941899403387
0.01,1,3,20,0.5,400,0.7,0.65941899403387
0.01,5,10,5,0.5,400,1,0.659377027856181
0.01,5,3,0,0.5,200,0.7,0.659229936233484
0.01,5,10,0,0.5,200,0.7,0.659133728023316
0.01,0,3,5,0.5,100,1,0.659087303228206
0.01,1,3,5,0.5,100,1,0.659087303228206
0.01,5,3,5,0.5,100,1,0.659087303228206
0.1,5,3,5,0.5,100,0.7,0.659080127133811
0.01,5,3,5,0.5,400,1,0.659069068531572
0.1,5,3,5,1,100,1,0.659068489219067
0.1,5,3,5,1,200,1,0.659068489219067
0.1,5,3,5,1,400,1,0.659068489219067
0.01,0,3,0,0.5,100,1,0.659055233824817
0.01,1,3,0,0.5,100,1,0.659055233824817
0.01,5,3,0,0.5,100,1,0.659055233824817
0.01,5,3,5,0.5,200,1,0.659009909027178
0.01,5,6,0,0.5,400,1,0.658992774328013
0.01,5,3,20,0.5,100,0.7,0.658973960318874
0.1,5,3,20,1,100,1,0.658880010731185
0.1,5,3,20,1,200,1,0.658880010731185
0.1,5,3,20,1,400,1,0.658880010731185
0.01,0,3,0,1,100,0.7,0.658766088509347
0.01,0,3,5,1,100,0.7,0.658766088509347
0.01,1,3,0,1,100,0.7,0.658766088509347
0.01,1,3,5,1,100,0.7,0.658766088509347
0.01,5,3,0,1,100,0.7,0.658766088509347
0.01,5,3,5,1,100,0.7,0.658766088509347
0.01,1,3,5,1,400,0.7,0.658723543019153
0.01,0,3,0,0.5,400,0.7,0.658722443021683
0.01,0,3,5,0.5,200,0.7,0.658720763711708
0.01,1,3,5,0.5,200,0.7,0.658720763711708
0.01,0,3,5,1,400,0.7,0.658707508317458
0.01,0,3,20,0.5,100,0.7,0.658688694308319
0.01,1,3,20,0.5,100,0.7,0.658688694308319
0.01,0,3,20,1,100,0.7,0.65862345550407
0.01,1,3,20,1,100,0.7,0.65862345550407
0.01,5,3,20,1,100,0.7,0.65862345550407
0.1,5,3,0,1,100,1,0.658517350519601
0.1,5,3,0,1,200,1,0.658517350519601
0.1,5,3,0,1,400,1,0.658517350519601
0.01,1,3,0,1,400,0.7,0.658485281116212
0.1,0,3,20,1,400,0.7,0.658437759526562
0.01,0,3,5,0.5,400,1,0.658433297706213
0.01,1,6,20,1,200,0.7,0.658407886915183
0.01,0,10,5,0.5,400,1,0.65831891662988
0.2,5,3,5,1,100,1,0.658302820097716
0.2,5,3,5,1,200,1,0.658302820097716
0.2,5,3,5,1,400,1,0.658302820097716
0.01,0,3,20,1,400,1,0.658181780409022
0.01,1,10,20,0.5,400,0.7,0.658170145697208
0.01,0,6,20,0.5,400,1,0.658123720902099
0.01,1,3,5,0.5,400,1,0.65806953749716
0.01,5,3,5,0.5,200,0.7,0.658055702790405
0.01,0,3,0,0.5,100,0.7,0.657990463986156
0.01,1,3,0,0.5,100,0.7,0.657990463986156
0.1,5,3,5,0.5,100,1,0.657936342411687
0.01,1,6,20,0.5,400,1,0.657931304481762
0.01,1,3,20,1,400,1,0.657928583801857
0.01,1,3,0,0.5,400,0.7,0.657866644990018
0.01,5,3,0,0.5,100,0.7,0.657863865682573
0.01,5,3,5,1,400,0.7,0.657707977283046
0.01,0,10,20,1,200,0.7,0.657663752482877
0.01,0,3,20,0.5,100,1,0.657643838476267
0.01,1,3,20,0.5,100,1,0.657643838476267
0.01,5,3,20,0.5,100,1,0.657611769072878
0.01,0,10,0,0.5,400,0.7,0.657545492101629
0.01,5,3,0,0.5,400,0.7,0.657518919482659
0.1,1,3,5,0.5,100,1,0.657394521174017
0.2,5,3,5,1,100,0.7,0.657348096378907
0.2,5,3,5,1,200,0.7,0.657348096378907
0.2,5,3,5,1,400,0.7,0.657348096378907
0.01,0,3,20,1,200,0.7,0.657343117076523
0.01,1,3,20,1,200,0.7,0.657343117076523
0.01,5,6,5,0.5,400,1,0.657293912973968
0.01,1,3,5,0.5,400,0.7,0.65721761877041
0.01,5,3,20,1,200,0.7,0.657200484071245
0.01,1,3,20,0.5,400,1,0.657087141161912
0.01,5,3,20,1,400,1,0.657055651071028
0.01,0,6,5,0.5,400,1,0.657024681665108
0.1,1,3,0,1,100,0.7,0.65697599824752
0.01,0,6,20,1,200,0.7,0.656964422163245
0.2,5,3,0,1,100,0.7,0.656964422163245
0.2,5,3,0,1,200,0.7,0.656964422163245
0.2,5,3,0,1,400,0.7,0.656964422163245
0.01,0,3,20,0.5,400,1,0.65696054285833
0.2,1,3,5,1,100,0.7,0.656947869979514
0.01,5,3,20,0.5,400,1,0.656944508156635
0.01,5,3,0,1,400,0.7,0.656883148657301
0.01,0,3,5,1,200,1,0.656833944554747
0.01,1,3,5,1,200,1,0.656833944554747
0.01,5,3,5,1,200,1,0.656833944554747
0.01,0,3,20,1,200,1,0.656819589163027
0.01,1,3,20,1,200,1,0.656819589163027
0.01,5,3,20,1,200,1,0.656819589163027
0.01,5,10,20,1,200,0.7,0.656774264365388
0.1,0,3,20,0.5,100,0.7,0.656764308963548
0.1,1,3,20,0.5,100,0.7,0.656764308963548
0.01,5,3,0,1,200,0.7,0.656724480950329
0.1,5,6,5,1,100,0.7,0.656697390849324
0.1,5,6,5,1,200,0.7,0.656697390849324
0.1,5,6,5,1,400,0.7,0.656697390849324
0.01,0,3,0,1,200,1,0.65669131154947
0.01,1,3,0,1,200,1,0.65669131154947
0.01,5,3,0,1,200,1,0.65669131154947
0.1,5,3,0,0.5,100,0.7,0.65661947596333
0.01,0,6,20,0.5,200,1,0.656613917348441
0.01,0,10,20,0.5,400,1,0.656584627252496
0.01,5,6,20,1,200,0.7,0.656535423149942
0.01,0,3,5,0.5,400,0.7,0.656455249641469
0.01,5,6,20,0.5,400,1,0.65637895543791
0.01,0,3,0,1,400,0.7,0.656359620743805
0.01,5,3,5,0.5,400,0.7,0.656315395943636
0.01,1,10,20,0.5,400,1,0.656216987738528
0.01,1,10,20,1,200,0.7,0.656156728236664
0.01,0,10,0,0.5,200,0.7,0.656099248042245
0.1,1,6,20,1,100,0.7,0.656053343932101
0.01,5,3,5,1,200,0.7,0.655964891128833
0.01,1,10,5,0.5,400,1,0.655945556434728
0.01,1,10,0,0.5,200,0.7,0.655895255537633
0.01,0,3,0,1,200,0.7,0.655867582921194
0.01,1,3,0,1,200,0.7,0.655867582921194
0.01,5,10,20,0.5,200,0.7,0.65583829282525
0.01,1,6,5,0.5,400,1,0.65579076803267
0.01,1,3,0,1,400,1,0.655739884620142
0.01,5,6,5,0.5,400,0.7,0.655648135027393
0.01,5,10,5,0.5,200,1,0.655646455717418
0.01,5,6,5,1,400,0.7,0.65556906151639
0.1,5,3,20,0.5,100,0.7,0.655508802014526
0.01,0,3,0,1,400,1,0.655486688012976
0.01,1,10,20,0.5,200,1,0.655202521999891
0.01,5,3,0,1,400,1,0.655185387300727
0.01,1,6,5,0.5,200,1,0.655153317897337
0.01,1,6,20,0.5,200,0.7,0.655153317897337
0.01,0,3,5,1,200,0.7,0.655137283195643
0.01,1,3,5,1,200,0.7,0.655137283195643
0.01,1,6,5,1,100,1,0.655096937700388
0.1,1,3,5,1,100,0.7,0.655007905584615
0.01,5,6,0,0.5,400,0.7,0.654994650190365
0.2,5,3,0,1,100,1,0.654954822177146
0.2,5,3,0,1,200,1,0.654954822177146
0.2,5,3,0,1,400,1,0.654954822177146
0.01,1,10,5,0.5,400,0.7,0.654942728610836
0.01,5,10,20,0.5,400,0.7,0.654935490685971
0.01,0,3,5,1,400,1,0.654931090696091
0.1,1,6,20,0.5,100,1,0.654929993901551
0.1,0,3,20,0.5,100,1,0.654918355986806
0.1,1,3,20,0.5,100,1,0.654918355986806
0.01,5,6,5,1,200,0.7,0.654889645203367
0.01,0,6,5,0.5,200,1,0.654850917187618
0.01,1,6,20,1,100,0.7,0.654839861788308
0.1,1,6,20,1,200,0.7,0.65471164600522
0.1,1,6,20,1,400,0.7,0.65471164600522
0.1,5,6,20,0.5,100,1,0.654692311311115
0.01,0,10,20,0.5,100,0.7,0.654633089976252
0.01,5,10,20,1,100,1,0.654591065171022
0.01,0,6,5,0.5,400,0.7,0.654573409786892
0.01,1,3,5,1,400,1,0.654503191680259
0.01,5,3,5,1,400,1,0.654487156978564
0.01,1,6,20,0.5,200,1,0.654345623970757
0.01,0,6,5,1,100,1,0.654273209072113
0.1,5,3,0,1,100,0.7,0.654266029774788
0.1,5,3,0,1,200,0.7,0.654266029774788
0.1,5,3,0,1,400,0.7,0.654266029774788
0.01,5,6,20,0.5,200,0.7,0.654251095070563
0.01,0,10,5,0.5,400,0.7,0.654215208192729
0.1,0,3,20,1,100,0.7,0.654214046364789
0.1,1,3,20,1,100,0.7,0.654214046364789
0.01,1,10,20,1,100,0.7,0.654029388554283
0.01,0,6,20,1,400,0.7,0.654013933165093
0.1,0,3,5,1,100,1,0.653932080346644
0.01,0,6,5,1,400,0.7,0.653920504262369
