,,,,,,,0
0.01,0,10,0,1.0,200,0.7,"[0.6350170907709837, 0.6495507060333762, 0.6632390745501285]"
0.01,0,10,0,1.0,200,1.0,"[0.6300797569312572, 0.6435601198117245, 0.6478149100257069]"
0.01,0,10,0,1.0,400,0.7,"[0.6353968856817319, 0.6499786050492083, 0.6735218508997429]"
0.01,0,10,0,1.0,400,1.0,"[0.6334979111279909, 0.6504065040650406, 0.6478149100257069]"
0.01,0,10,5,0.5,100,0.7,"[0.6315989365742499, 0.6504065040650406, 0.6606683804627249]"
0.01,0,10,5,0.5,100,1.0,"[0.6460311431826814, 0.6474112109542148, 0.6786632390745502]"
0.01,0,10,5,0.5,200,0.7,"[0.6388150398784657, 0.6469833119383825, 0.6683804627249358]"
0.01,0,10,5,0.5,200,1.0,"[0.6452715533611849, 0.6546854942233633, 0.6760925449871465]"
0.01,0,10,5,0.5,400,0.7,"[0.6410938093429548, 0.6499786050492083, 0.6658097686375322]"
0.01,0,10,5,0.5,400,1.0,"[0.6407140144322067, 0.6508344030808729, 0.6786632390745502]"
0.01,0,10,5,1.0,100,0.7,"[0.643372578807444, 0.6452717158750535, 0.6606683804627249]"
0.01,0,10,5,1.0,100,1.0,"[0.6346372958602354, 0.6414206247325631, 0.6580976863753213]"
0.01,0,10,5,1.0,200,0.7,"[0.6391948347892138, 0.6474112109542148, 0.6580976863753213]"
0.01,0,10,5,1.0,200,1.0,"[0.6407140144322067, 0.6465554129225503, 0.6580976863753213]"
0.01,0,10,5,1.0,400,0.7,"[0.6369160653247247, 0.6456996148908858, 0.6683804627249358]"
0.01,0,10,5,1.0,400,1.0,"[0.6380554500569693, 0.6427043217800599, 0.6760925449871465]"
0.01,0,10,20,0.5,100,0.7,"[0.6456513482719332, 0.6444159178433889, 0.6580976863753213]"
0.01,0,10,20,0.5,100,1.0,"[0.6429927838966958, 0.6555412922550278, 0.6555269922879178]"
0.01,0,10,20,0.5,200,0.7,"[0.6437523737181922, 0.654257595207531, 0.6735218508997429]"
0.01,0,10,20,0.5,200,1.0,"[0.6471705279149259, 0.6499786050492083, 0.6812339331619537]"
0.01,0,10,20,0.5,400,0.7,"[0.6407140144322067, 0.6486949080017116, 0.6760925449871465]"
0.01,0,10,20,0.5,400,1.0,"[0.6410938093429548, 0.6538296961916987, 0.6683804627249358]"
0.01,0,10,20,1.0,100,0.7,"[0.6445119635396885, 0.6482670089858793, 0.6555269922879178]"
0.01,0,10,20,1.0,100,1.0,"[0.6429927838966958, 0.6516902011125374, 0.6658097686375322]"
0.01,0,10,20,1.0,200,0.7,"[0.6391948347892138, 0.6516902011125374, 0.6658097686375322]"
0.01,0,10,20,1.0,200,1.0,"[0.6490695024686669, 0.6521181001283697, 0.6735218508997429]"
0.01,0,10,20,1.0,400,0.7,"[0.6384352449677174, 0.6512623020967052, 0.6683804627249358]"
0.01,0,10,20,1.0,400,1.0,"[0.6456513482719332, 0.6439880188275567, 0.6709511568123393]"
0.01,1,3,0,0.5,100,0.7,"[0.6418533991644512, 0.652545999144202, 0.6452442159383034]"
0.01,1,3,0,0.5,100,1.0,"[0.6452715533611849, 0.6576807873341891, 0.6555269922879178]"
0.01,1,3,0,0.5,200,0.7,"[0.6464109380934295, 0.6508344030808729, 0.6580976863753213]"
0.01,1,3,0,0.5,200,1.0,"[0.6418533991644512, 0.6504065040650406, 0.6606683804627249]"
0.01,1,3,0,0.5,400,0.7,"[0.6456513482719332, 0.6534017971758665, 0.6606683804627249]"
0.01,1,3,0,0.5,400,1.0,"[0.643372578807444, 0.6521181001283697, 0.6683804627249358]"
0.01,1,3,0,1.0,100,0.7,"[0.6490695024686669, 0.6474112109542148, 0.6503856041131105]"
0.01,1,3,0,1.0,100,1.0,"[0.6521078617546525, 0.6555412922550278, 0.6555269922879178]"
0.01,1,3,0,1.0,200,0.7,"[0.643372578807444, 0.6495507060333762, 0.6452442159383034]"
0.01,1,3,0,1.0,200,1.0,"[0.6403342195214584, 0.6482670089858793, 0.6452442159383034]"
0.01,1,3,0,1.0,400,0.7,"[0.6403342195214584, 0.646127513906718, 0.6529562982005142]"
0.01,1,3,0,1.0,400,1.0,"[0.639574629699962, 0.6474112109542148, 0.6503856041131105]"
0.01,1,3,5,0.5,100,0.7,"[0.6445119635396885, 0.654257595207531, 0.6529562982005142]"
0.01,1,3,5,0.5,100,1.0,"[0.6460311431826814, 0.6585365853658537, 0.6555269922879178]"
0.01,1,3,5,0.5,200,0.7,"[0.6460311431826814, 0.6499786050492083, 0.6580976863753213]"
0.01,1,3,5,0.5,200,1.0,"[0.6426129889859475, 0.6499786050492083, 0.6580976863753213]"
0.01,1,3,5,0.5,400,0.7,"[0.6445119635396885, 0.6516902011125374, 0.6503856041131105]"
0.01,1,3,5,0.5,400,1.0,"[0.6410938093429548, 0.6516902011125374, 0.6580976863753213]"
0.01,1,3,5,1.0,100,0.7,"[0.6486897075579188, 0.6478391099700471, 0.6503856041131105]"
0.01,1,3,5,1.0,100,1.0,"[0.6505886821116597, 0.6568249893025246, 0.6555269922879178]"
0.01,1,3,5,1.0,200,0.7,"[0.6426129889859475, 0.6486949080017116, 0.6452442159383034]"
0.01,1,3,5,1.0,200,1.0,"[0.6410938093429548, 0.6456996148908858, 0.6426735218508998]"
0.01,1,3,5,1.0,400,0.7,"[0.639574629699962, 0.6469833119383825, 0.6503856041131105]"
0.01,1,3,5,1.0,400,1.0,"[0.6380554500569693, 0.6469833119383825, 0.6529562982005142]"
0.01,1,3,20,0.5,100,0.7,"[0.6448917584504368, 0.6546854942233633, 0.6555269922879178]"
0.01,1,3,20,0.5,100,1.0,"[0.6464109380934295, 0.6598202824133504, 0.6555269922879178]"
0.01,1,3,20,0.5,200,0.7,"[0.6483099126471705, 0.6495507060333762, 0.6478149100257069]"
0.01,1,3,20,0.5,200,1.0,"[0.6445119635396885, 0.6499786050492083, 0.6606683804627249]"
0.01,1,3,20,0.5,400,0.7,"[0.6464109380934295, 0.654257595207531, 0.6555269922879178]"
0.01,1,3,20,0.5,400,1.0,"[0.6437523737181922, 0.652545999144202, 0.6529562982005142]"
0.01,1,3,20,1.0,100,0.7,"[0.6498290922901633, 0.6478391099700471, 0.6503856041131105]"
0.01,1,3,20,1.0,100,1.0,"[0.6513482719331561, 0.6538296961916987, 0.6555269922879178]"
0.01,1,3,20,1.0,200,0.7,"[0.643372578807444, 0.6486949080017116, 0.6478149100257069]"
0.01,1,3,20,1.0,200,1.0,"[0.6426129889859475, 0.6478391099700471, 0.6478149100257069]"
0.01,1,3,20,1.0,400,0.7,"[0.6418533991644512, 0.6474112109542148, 0.6606683804627249]"
0.01,1,3,20,1.0,400,1.0,"[0.6399544246107102, 0.6491228070175439, 0.6555269922879178]"
0.01,1,6,0,0.5,100,0.7,"[0.6388150398784657, 0.6534017971758665, 0.6452442159383034]"
0.01,1,6,0,0.5,100,1.0,"[0.6471705279149259, 0.6598202824133504, 0.6580976863753213]"
0.01,1,6,0,0.5,200,0.7,"[0.641473604253703, 0.652545999144202, 0.6735218508997429]"
0.01,1,6,0,0.5,200,1.0,"[0.6445119635396885, 0.6546854942233633, 0.6760925449871465]"
0.01,1,6,0,0.5,400,0.7,"[0.6369160653247247, 0.6576807873341891, 0.6760925449871465]"
0.01,1,6,0,0.5,400,1.0,"[0.641473604253703, 0.6538296961916987, 0.6683804627249358]"
0.01,1,6,0,1.0,100,0.7,"[0.6384352449677174, 0.6504065040650406, 0.6426735218508998]"
0.01,1,6,0,1.0,100,1.0,"[0.6445119635396885, 0.6486949080017116, 0.6503856041131105]"
0.01,1,6,0,1.0,200,0.7,"[0.6445119635396885, 0.6546854942233633, 0.6529562982005142]"
0.01,1,6,0,1.0,200,1.0,"[0.6517280668439043, 0.6534017971758665, 0.6606683804627249]"
0.01,1,6,0,1.0,400,0.7,"[0.6445119635396885, 0.6508344030808729, 0.6555269922879178]"
0.01,1,6,0,1.0,400,1.0,"[0.6410938093429548, 0.6504065040650406, 0.6555269922879178]"
0.01,1,6,5,0.5,100,0.7,"[0.6346372958602354, 0.6529738981600343, 0.6503856041131105]"
0.01,1,6,5,0.5,100,1.0,"[0.641473604253703, 0.6576807873341891, 0.6529562982005142]"
0.01,1,6,5,0.5,200,0.7,"[0.6418533991644512, 0.6521181001283697, 0.6658097686375322]"
0.01,1,6,5,0.5,200,1.0,"[0.6494492973794151, 0.6563970902866924, 0.6812339331619537]"
0.01,1,6,5,0.5,400,0.7,"[0.6429927838966958, 0.6568249893025246, 0.6709511568123393]"
0.01,1,6,5,0.5,400,1.0,"[0.641473604253703, 0.6568249893025246, 0.6658097686375322]"
0.01,1,6,5,1.0,100,0.7,"[0.6388150398784657, 0.652545999144202, 0.6632390745501285]"
0.01,1,6,5,1.0,100,1.0,"[0.6407140144322067, 0.6504065040650406, 0.6606683804627249]"
0.01,1,6,5,1.0,200,0.7,"[0.6456513482719332, 0.6499786050492083, 0.6555269922879178]"
0.01,1,6,5,1.0,200,1.0,"[0.6521078617546525, 0.6512623020967052, 0.6606683804627249]"
0.01,1,6,5,1.0,400,0.7,"[0.6437523737181922, 0.6495507060333762, 0.6632390745501285]"
0.01,1,6,5,1.0,400,1.0,"[0.6445119635396885, 0.6478391099700471, 0.6658097686375322]"
0.01,1,6,20,0.5,100,0.7,"[0.6448917584504368, 0.6495507060333762, 0.6452442159383034]"
0.01,1,6,20,0.5,100,1.0,"[0.6452715533611849, 0.6559691912708601, 0.6683804627249358]"
0.01,1,6,20,0.5,200,0.7,"[0.6479301177364223, 0.6499786050492083, 0.6735218508997429]"
0.01,1,6,20,0.5,200,1.0,"[0.6479301177364223, 0.652545999144202, 0.6632390745501285]"
0.01,1,6,20,0.5,400,0.7,"[0.6403342195214584, 0.6534017971758665, 0.6683804627249358]"
0.01,1,6,20,0.5,400,1.0,"[0.6445119635396885, 0.6563970902866924, 0.6735218508997429]"
0.01,1,6,20,1.0,100,0.7,"[0.6452715533611849, 0.6499786050492083, 0.6632390745501285]"
0.01,1,6,20,1.0,100,1.0,"[0.6445119635396885, 0.6465554129225503, 0.6555269922879178]"
0.01,1,6,20,1.0,200,0.7,"[0.6448917584504368, 0.6469833119383825, 0.6503856041131105]"
0.01,1,6,20,1.0,200,1.0,"[0.6464109380934295, 0.654257595207531, 0.6580976863753213]"
0.01,1,6,20,1.0,400,0.7,"[0.6391948347892138, 0.646127513906718, 0.6658097686375322]"
0.01,1,6,20,1.0,400,1.0,"[0.6437523737181922, 0.6491228070175439, 0.6658097686375322]"
0.01,1,10,0,0.5,100,0.7,"[0.6285605772882643, 0.6409927257167308, 0.6606683804627249]"
0.01,1,10,0,0.5,100,1.0,"[0.6422331940751994, 0.6456996148908858, 0.6632390745501285]"
0.01,1,10,0,0.5,200,0.7,"[0.6429927838966958, 0.6486949080017116, 0.6940874035989717]"
0.01,1,10,0,0.5,200,1.0,"[0.6399544246107102, 0.654257595207531, 0.6709511568123393]"
0.01,1,10,0,0.5,400,0.7,"[0.6372958602354728, 0.6465554129225503, 0.6760925449871465]"
0.01,1,10,0,0.5,400,1.0,"[0.6327383213064945, 0.646127513906718, 0.6632390745501285]"
0.01,1,10,0,1.0,100,0.7,"[0.641473604253703, 0.646127513906718, 0.6529562982005142]"
0.01,1,10,0,1.0,100,1.0,"[0.6240030383592859, 0.646127513906718, 0.6478149100257069]"
0.01,1,10,0,1.0,200,0.7,"[0.6334979111279909, 0.652545999144202, 0.6606683804627249]"
0.01,1,10,0,1.0,200,1.0,"[0.6388150398784657, 0.6405648267008985, 0.6375321336760925]"
0.01,1,10,0,1.0,400,0.7,"[0.6334979111279909, 0.6495507060333762, 0.6606683804627249]"
0.01,1,10,0,1.0,400,1.0,"[0.6342575009494873, 0.6431322207958922, 0.6401028277634961]"
0.01,1,10,5,0.5,100,0.7,"[0.633877706038739, 0.6482670089858793, 0.6478149100257069]"
0.01,1,10,5,0.5,100,1.0,"[0.6513482719331561, 0.6499786050492083, 0.6760925449871465]"
0.01,1,10,5,0.5,200,0.7,"[0.6422331940751994, 0.6465554129225503, 0.6838046272493573]"
0.01,1,10,5,0.5,200,1.0,"[0.6475503228256742, 0.6572528883183568, 0.6889460154241646]"
0.01,1,10,5,0.5,400,0.7,"[0.6418533991644512, 0.6508344030808729, 0.6786632390745502]"
0.01,1,10,5,0.5,400,1.0,"[0.6391948347892138, 0.652545999144202, 0.6735218508997429]"
0.01,1,10,5,1.0,100,0.7,"[0.6441321686289404, 0.6439880188275567, 0.6580976863753213]"
0.01,1,10,5,1.0,100,1.0,"[0.6365362704139764, 0.646127513906718, 0.6452442159383034]"
0.01,1,10,5,1.0,200,0.7,"[0.6350170907709837, 0.6482670089858793, 0.6632390745501285]"
0.01,1,10,5,1.0,200,1.0,"[0.6429927838966958, 0.6508344030808729, 0.6658097686375322]"
0.01,1,10,5,1.0,400,0.7,"[0.633877706038739, 0.6478391099700471, 0.6580976863753213]"
0.01,1,10,5,1.0,400,1.0,"[0.6380554500569693, 0.6456996148908858, 0.6580976863753213]"
0.01,1,10,20,0.5,100,0.7,"[0.6452715533611849, 0.6452717158750535, 0.6580976863753213]"
0.01,1,10,20,0.5,100,1.0,"[0.6437523737181922, 0.6563970902866924, 0.6529562982005142]"
0.01,1,10,20,0.5,200,0.7,"[0.6410938093429548, 0.6546854942233633, 0.6838046272493573]"
0.01,1,10,20,0.5,200,1.0,"[0.6471705279149259, 0.6482670089858793, 0.6812339331619537]"
0.01,1,10,20,0.5,400,0.7,"[0.6391948347892138, 0.6508344030808729, 0.6786632390745502]"
0.01,1,10,20,0.5,400,1.0,"[0.6380554500569693, 0.6551133932391956, 0.6683804627249358]"
0.01,1,10,20,1.0,100,0.7,"[0.6441321686289404, 0.6448438168592212, 0.6632390745501285]"
0.01,1,10,20,1.0,100,1.0,"[0.6403342195214584, 0.6521181001283697, 0.6683804627249358]"
0.01,1,10,20,1.0,200,0.7,"[0.6380554500569693, 0.6508344030808729, 0.6529562982005142]"
0.01,1,10,20,1.0,200,1.0,"[0.6475503228256742, 0.6521181001283697, 0.6632390745501285]"
0.01,1,10,20,1.0,400,0.7,"[0.6380554500569693, 0.6534017971758665, 0.6735218508997429]"
0.01,1,10,20,1.0,400,1.0,"[0.6422331940751994, 0.6474112109542148, 0.6760925449871465]"
0.01,5,3,0,0.5,100,0.7,"[0.6418533991644512, 0.6529738981600343, 0.6452442159383034]"
0.01,5,3,0,0.5,100,1.0,"[0.6452715533611849, 0.6576807873341891, 0.6555269922879178]"
0.01,5,3,0,0.5,200,0.7,"[0.6471705279149259, 0.6516902011125374, 0.6580976863753213]"
0.01,5,3,0,0.5,200,1.0,"[0.6418533991644512, 0.6504065040650406, 0.6606683804627249]"
0.01,5,3,0,0.5,400,0.7,"[0.6456513482719332, 0.6546854942233633, 0.6580976863753213]"
0.01,5,3,0,0.5,400,1.0,"[0.6429927838966958, 0.6508344030808729, 0.6683804627249358]"
0.01,5,3,0,1.0,100,0.7,"[0.6490695024686669, 0.6474112109542148, 0.6503856041131105]"
0.01,5,3,0,1.0,100,1.0,"[0.6521078617546525, 0.6555412922550278, 0.6555269922879178]"
0.01,5,3,0,1.0,200,0.7,"[0.643372578807444, 0.6495507060333762, 0.6478149100257069]"
0.01,5,3,0,1.0,200,1.0,"[0.6403342195214584, 0.6478391099700471, 0.6452442159383034]"
0.01,5,3,0,1.0,400,0.7,"[0.6399544246107102, 0.6444159178433889, 0.6529562982005142]"
0.01,5,3,0,1.0,400,1.0,"[0.6391948347892138, 0.6486949080017116, 0.6503856041131105]"
0.01,5,3,5,0.5,100,0.7,"[0.6448917584504368, 0.654257595207531, 0.6529562982005142]"
0.01,5,3,5,0.5,100,1.0,"[0.6460311431826814, 0.6585365853658537, 0.6555269922879178]"
0.01,5,3,5,0.5,200,0.7,"[0.6471705279149259, 0.6512623020967052, 0.6580976863753213]"
0.01,5,3,5,0.5,200,1.0,"[0.6422331940751994, 0.6499786050492083, 0.6580976863753213]"
0.01,5,3,5,0.5,400,0.7,"[0.6441321686289404, 0.6534017971758665, 0.6529562982005142]"
0.01,5,3,5,0.5,400,1.0,"[0.6426129889859475, 0.6504065040650406, 0.6580976863753213]"
0.01,5,3,5,1.0,100,0.7,"[0.6494492973794151, 0.6478391099700471, 0.6503856041131105]"
0.01,5,3,5,1.0,100,1.0,"[0.6505886821116597, 0.6568249893025246, 0.6555269922879178]"
0.01,5,3,5,1.0,200,0.7,"[0.6437523737181922, 0.6504065040650406, 0.6452442159383034]"
0.01,5,3,5,1.0,200,1.0,"[0.6410938093429548, 0.6456996148908858, 0.6503856041131105]"
0.01,5,3,5,1.0,400,0.7,"[0.6399544246107102, 0.646127513906718, 0.6555269922879178]"
0.01,5,3,5,1.0,400,1.0,"[0.637675655146221, 0.6465554129225503, 0.6529562982005142]"
0.01,5,3,20,0.5,100,0.7,"[0.643372578807444, 0.6546854942233633, 0.6555269922879178]"
0.01,5,3,20,0.5,100,1.0,"[0.6464109380934295, 0.6598202824133504, 0.6555269922879178]"
0.01,5,3,20,0.5,200,0.7,"[0.6494492973794151, 0.6491228070175439, 0.6632390745501285]"
0.01,5,3,20,0.5,200,1.0,"[0.6448917584504368, 0.6504065040650406, 0.6580976863753213]"
0.01,5,3,20,0.5,400,0.7,"[0.6467907330041778, 0.6551133932391956, 0.6529562982005142]"
0.01,5,3,20,0.5,400,1.0,"[0.6448917584504368, 0.6534017971758665, 0.6529562982005142]"
0.01,5,3,20,1.0,100,0.7,"[0.6498290922901633, 0.6504065040650406, 0.6503856041131105]"
0.01,5,3,20,1.0,100,1.0,"[0.6513482719331561, 0.6538296961916987, 0.6555269922879178]"
0.01,5,3,20,1.0,200,0.7,"[0.6429927838966958, 0.6495507060333762, 0.6478149100257069]"
0.01,5,3,20,1.0,200,1.0,"[0.6426129889859475, 0.6478391099700471, 0.6478149100257069]"
0.01,5,3,20,1.0,400,0.7,"[0.6445119635396885, 0.6478391099700471, 0.6529562982005142]"
0.01,5,3,20,1.0,400,1.0,"[0.6410938093429548, 0.6482670089858793, 0.6555269922879178]"
0.01,5,6,0,0.5,100,0.7,"[0.6365362704139764, 0.6491228070175439, 0.6503856041131105]"
0.01,5,6,0,0.5,100,1.0,"[0.6452715533611849, 0.6576807873341891, 0.6503856041131105]"
0.01,5,6,0,0.5,200,0.7,"[0.6429927838966958, 0.6551133932391956, 0.6683804627249358]"
0.01,5,6,0,0.5,200,1.0,"[0.6505886821116597, 0.6529738981600343, 0.6786632390745502]"
0.01,5,6,0,0.5,400,0.7,"[0.6380554500569693, 0.6576807873341891, 0.6760925449871465]"
0.01,5,6,0,0.5,400,1.0,"[0.6418533991644512, 0.6516902011125374, 0.6735218508997429]"
0.01,5,6,0,1.0,100,0.7,"[0.6346372958602354, 0.6508344030808729, 0.6503856041131105]"
0.01,5,6,0,1.0,100,1.0,"[0.6426129889859475, 0.6486949080017116, 0.6503856041131105]"
0.01,5,6,0,1.0,200,0.7,"[0.6483099126471705, 0.6504065040650406, 0.6478149100257069]"
0.01,5,6,0,1.0,200,1.0,"[0.6536270413976453, 0.6521181001283697, 0.6606683804627249]"
0.01,5,6,0,1.0,400,0.7,"[0.6426129889859475, 0.6508344030808729, 0.6503856041131105]"
0.01,5,6,0,1.0,400,1.0,"[0.6464109380934295, 0.6504065040650406, 0.6658097686375322]"
