,,,,,0
100,100,1,,1000,0.6517537292132246
100,100,1,,,0.652286039932437
100,100,10,sqrt,100,0.6569292746854518
100,100,10,sqrt,1000,0.6545676383720399
100,100,10,sqrt,,0.6539156347770819
100,100,10,,100,0.6540982314302428
100,100,10,,1000,0.6559673722720899
100,100,10,,,0.6549728071717204
100,100,100,sqrt,100,0.6557693832657505
100,100,100,sqrt,1000,0.6522655332449803
100,100,100,sqrt,,0.6598908324512559
100,100,100,,100,0.6592799784686469
100,100,100,,1000,0.6593801156513989
100,100,100,,,0.6593274898928838
400,2,1,sqrt,100,0.6584037718793215
400,2,1,sqrt,1000,0.6625113233220609
400,2,1,sqrt,,0.6476453870217331
400,2,1,,100,0.6566899758210525
400,2,1,,1000,0.6451694192996568
400,2,1,,,0.6399421990633775
400,2,10,sqrt,100,0.6603386454736977
400,2,10,sqrt,1000,0.6603602393930531
400,2,10,sqrt,,0.6595901244198537
400,2,10,,100,0.65920546230763
400,2,10,,1000,0.6517878865106447
400,2,10,,,0.652423707003672
400,2,100,sqrt,100,0.652027185375044
400,2,100,sqrt,1000,0.6575042296274256
400,2,100,sqrt,,0.657504773243375
400,2,100,,100,0.6581727128074607
400,2,100,,1000,0.6573235109549155
400,2,100,,,0.6592429921961132
400,10,1,sqrt,100,0.6553161594258841
400,10,1,sqrt,1000,0.6557506183215089
400,10,1,sqrt,,0.6477339118208835
400,10,1,,100,0.6548208349792054
400,10,1,,1000,0.64152656784295
400,10,1,,,0.6361817798443786
400,10,10,sqrt,100,0.6556931253615185
400,10,10,sqrt,1000,0.6543696493657005
400,10,10,sqrt,,0.6562177399041416
400,10,10,,100,0.6521887317247989
400,10,10,,1000,0.6599462871848848
400,10,10,,,0.6465912907350113
400,10,100,sqrt,100,0.6534436459929738
400,10,100,sqrt,1000,0.6567158933259339
400,10,100,sqrt,,0.6561597033282017
400,10,100,,100,0.6557468383519321
400,10,100,,1000,0.6566324828610619
400,10,100,,,0.6630426830468102
400,100,1,sqrt,100,0.6528979811469446
400,100,1,sqrt,1000,0.6603966820496375
400,100,1,sqrt,,0.6598726111229637
400,100,1,,100,0.6578134245841692
400,100,1,,1000,0.6503329450097686
400,100,1,,,0.6535759022467841
400,100,10,sqrt,100,0.6585884067588441
400,100,10,sqrt,1000,0.6541346740868274
400,100,10,sqrt,,0.6515457586711315
400,100,10,,100,0.664152234067161
400,100,10,,1000,0.6564660693098316
400,100,10,,,0.6570725997069145
400,100,100,sqrt,100,0.6540262971115369
400,100,100,sqrt,1000,0.6579895725383506
400,100,100,sqrt,,0.6556240200179262
400,100,100,,100,0.661083386557965
400,100,100,,1000,0.6610939117096679
400,100,100,,,0.6569940564435178
